candidate_id,name,ai_recruiter_score
CAND_0055614,Aryan Kapoor,44.92
CAND_0065224,Arjun Khanna,44.92
CAND_0001072,Aadhya Iyer,44.92
CAND_0078097,Kabir Mittal,44.92
CAND_0084977,Nisha Naidu,44.92
CAND_0067340,Kabir Kapoor,44.92
CAND_0054254,Avni Shetty,44.92
CAND_0046393,Advik Chowdary,44.92
CAND_0007313,Ishaan Naidu,44.92
CAND_0093230,Riya Malhotra,44.92
CAND_0095721,Divya Bhatia,44.92
CAND_0073165,Jay Shetty,44.92
CAND_0030701,Aarav Chopra,44.92
CAND_0091306,Manish Saxena,44.92
CAND_0074277,Suresh Iyengar,44.92
CAND_0078435,Aditya Kapoor,44.92
CAND_0000246,Riya Mehta,44.92
CAND_0001249,Suresh Iyengar,44.92
CAND_0050457,Meera Vora,44.92
CAND_0012173,Arnav Chowdary,44.92
CAND_0065570,Siya Gupta,44.92
CAND_0081147,Ishaan Shah,44.92
CAND_0072813,Rahul Shetty,44.92
CAND_0013085,Zara Sharma,44.92
CAND_0054943,Atharv Shetty,44.92
CAND_0084261,Riya Tiwari,44.92
CAND_0033540,Pari Bose,44.92
CAND_0033545,Ritu Sharma,44.92
CAND_0066396,Mira Shetty,44.92
CAND_0019459,Tanvi Kumar,44.92
CAND_0004466,Anil Saxena,44.92
CAND_0061779,Aanya Kapoor,44.92
CAND_0019208,Kabir Krishnan,44.92
CAND_0067699,Rajesh Joshi,44.92
CAND_0086523,Vihaan Singh,44.92
CAND_0023274,Avni Trivedi,44.92
CAND_0010353,Arjun Bansal,44.92
CAND_0032498,Atharv Saxena,44.92
CAND_0033515,Aadhya Kumar,44.92
CAND_0010424,Jay Ghosh,44.92
CAND_0043468,Nikhil Agarwal,44.92
CAND_0001995,Deepak Banerjee,44.92
CAND_0062546,Reyansh Shah,44.92
CAND_0099713,Ritu Chatterjee,44.92
CAND_0030576,Avni Hegde,44.92
CAND_0078156,Kabir Banerjee,44.92
CAND_0038145,Meera Sen,44.92
CAND_0055311,Krishna Mukherjee,44.92
CAND_0001007,Dev Singh,44.92
CAND_0097148,Pari Kumar,44.92
CAND_0028325,Arjun Dalal,44.92
CAND_0090025,Ved Trivedi,44.92
CAND_0031121,Aisha Kumar,44.92
CAND_0085041,Anil Kapoor,44.91
CAND_0073539,Ela Shetty,44.91
CAND_0033996,Atharv Iyengar,44.91
CAND_0096348,Rahul Krishnan,44.91
CAND_0026817,Vikram Trivedi,44.91
CAND_0094941,Neha Ghosh,44.91
CAND_0093660,Mira Mukherjee,44.91
CAND_0099455,Ela Verma,44.91
CAND_0053130,Pranav Sethi,44.91
CAND_0080762,Vikram Joshi,44.91
CAND_0035021,Pari Singh,44.91
CAND_0014617,Sneha Dalal,44.91
CAND_0072785,Rajesh Patel,44.91
CAND_0087938,Pari Naidu,44.91
CAND_0053906,Dhruv Tiwari,44.91
CAND_0027503,Yash Dalal,44.91
CAND_0062487,Arnav Malhotra,44.91
CAND_0091993,Aadhya Verma,44.91
CAND_0063858,Ved Patel,44.91
CAND_0041370,Vikram Pandey,44.91
CAND_0044430,Pooja Krishnan,44.91
CAND_0077584,Rahul Saxena,44.91
CAND_0032442,Nisha Mukherjee,44.91
CAND_0015677,Zara Verma,44.91
CAND_0096027,Avni Pillai,44.91
CAND_0071761,Dev Mishra,44.91
CAND_0098701,Arjun Mittal,44.91
CAND_0085361,Dev Rao,44.91
CAND_0083734,Aanya Hegde,44.91
CAND_0002788,Ved Bhatia,44.91
CAND_0040363,Diya Subramanian,44.91
CAND_0092220,Siya Goyal,44.91
CAND_0011635,Divya Naidu,44.91
CAND_0049286,Pari Dalal,44.91
CAND_0042626,Rohan Trivedi,44.91
CAND_0026097,Tanya Khanna,44.91
CAND_0019818,Aadhya Subramanian,44.91
CAND_0014224,Dhruv Mittal,44.91
CAND_0092296,Kavya Arora,44.91
CAND_0071053,Sai Nair,44.91
CAND_0074756,Dhruv Joshi,44.91
CAND_0040538,Sunil Chatterjee,44.91
CAND_0059906,Aarav Menon,44.91
CAND_0000976,Siya Shah,44.91
CAND_0024666,Pooja Shetty,44.91
CAND_0013676,Tanvi Shetty,44.91
CAND_0047263,Saanvi Ghosh,44.91
CAND_0010897,Atharv Tiwari,44.91
CAND_0096893,Vikram Sen,44.91
CAND_0030079,Aisha Iyer,44.91
CAND_0048103,Vivaan Sen,44.91
CAND_0040700,Dhruv Menon,44.91
CAND_0004297,Arnav Arora,44.91
CAND_0078668,Aarav Trivedi,44.91
CAND_0098899,Arjun Kumar,44.91
CAND_0068473,Suresh Iyer,44.91
CAND_0047293,Amit Pandey,44.91
CAND_0067599,Arnav Agarwal,44.91
CAND_0017457,Myra Khanna,44.91
CAND_0012141,Amit Mishra,44.91
CAND_0000244,Diya Iyer,44.9
CAND_0015937,Ananya Hegde,44.9
CAND_0043081,Aadhya Khanna,44.9
CAND_0054780,Vikram Bose,44.9
CAND_0061199,Anjali Nair,44.9
CAND_0044888,Rajesh Dutta,44.9
CAND_0010088,Kabir Dutta,44.9
CAND_0022347,Naina Mehta,44.9
CAND_0086091,Rahul Arora,44.9
CAND_0037828,Advaith Mehta,44.9
CAND_0088793,Aarohi Shetty,44.9
CAND_0093959,Ananya Chatterjee,44.9
CAND_0063530,Myra Saxena,44.9
CAND_0060931,Sneha Rao,44.9
CAND_0099636,Deepak Bose,44.9
CAND_0070121,Om Vora,44.9
CAND_0098554,Karan Mehta,44.9
CAND_0022078,Ved Mittal,44.9
CAND_0099700,Vihaan Dutta,44.9
CAND_0020550,Aryan Dalal,44.9
CAND_0062565,Vivaan Bansal,44.9
CAND_0085349,Ved Pandey,44.9
CAND_0084178,Neha Desai,44.9
CAND_0049031,Om Shetty,44.9
CAND_0083724,Aarohi Shetty,44.9
CAND_0032637,Anika Dutta,44.9
CAND_0009132,Diya Singh,44.9
CAND_0076309,Dhruv Singh,44.9
CAND_0079670,Meera Menon,44.9
CAND_0009095,Ved Mishra,44.9
CAND_0039053,Krishna Iyengar,44.9
CAND_0091557,Rahul Shah,44.9
CAND_0051005,Aarohi Iyengar,44.9
CAND_0066013,Shaurya Shetty,44.9
CAND_0042259,Arjun Subramanian,44.9
CAND_0001424,Myra Chatterjee,44.9
CAND_0071095,Jay Goyal,44.9
CAND_0004234,Ved Pillai,44.9
CAND_0092814,Sneha Sen,44.9
CAND_0039914,Arjun Trivedi,44.9
CAND_0067064,Sunil Dutta,44.9
CAND_0030570,Ritu Goyal,44.9
CAND_0033008,Aisha Iyengar,44.9
CAND_0011270,Riya Trivedi,44.9
CAND_0099066,Mira Mittal,44.9
CAND_0014055,Zara Naidu,44.9
CAND_0014658,Karan Subramanian,44.9
CAND_0080999,Jay Hegde,44.9
CAND_0071614,Vivaan Trivedi,44.9
CAND_0021371,Nisha Shetty,44.9
CAND_0033936,Anil Kapoor,44.9
CAND_0012321,Reyansh Goyal,44.9
CAND_0049090,Sanjay Pandey,44.9
CAND_0083918,Shreya Kapoor,44.9
CAND_0010888,Dhruv Nair,44.9
CAND_0056148,Yash Tiwari,44.9
CAND_0097867,Pooja Patel,44.9
CAND_0036600,Siya Joshi,44.9
CAND_0001174,Ayaan Kumar,44.9
CAND_0014034,Pranav Menon,44.9
CAND_0006721,Nikhil Pandey,44.9
CAND_0096249,Dev Shah,44.9
CAND_0002111,Aryan Mittal,44.9
CAND_0056333,Ira Menon,44.9
CAND_0007351,Sai Chatterjee,44.9
CAND_0041537,Arnav Mittal,44.9
CAND_0079929,Manish Sethi,44.9
CAND_0079902,Suresh Pillai,44.9
CAND_0006838,Aanya Patel,44.9
CAND_0063627,Anjali Joshi,44.9
CAND_0094695,Ayaan Pillai,44.9
CAND_0059228,Amit Sethi,44.9
CAND_0073430,Mira Menon,44.9
CAND_0052958,Aarohi Bhatia,44.89
CAND_0097224,Dev Arora,44.89
CAND_0033697,Vivaan Chowdary,44.89
CAND_0006568,Siya Iyer,44.89
CAND_0028873,Divya Mishra,44.89
CAND_0071639,Vihaan Mittal,44.89
CAND_0030893,Aarohi Agarwal,44.89
CAND_0006484,Manish Singh,44.89
CAND_0029831,Anil Iyengar,44.89
CAND_0088990,Krishna Patel,44.89
CAND_0071991,Krishna Chowdary,44.89
CAND_0010430,Sanjay Banerjee,44.89
CAND_0027098,Naina Mittal,44.89
CAND_0063246,Sai Rao,44.89
CAND_0003584,Riya Malhotra,44.89
CAND_0021055,Ananya Naidu,44.89
CAND_0060544,Pooja Nair,44.89
CAND_0027903,Aarohi Joshi,44.89
CAND_0013627,Nisha Nair,44.89
CAND_0010813,Aditya Shah,44.89
CAND_0055241,Vivaan Tiwari,44.89
CAND_0092391,Anjali Menon,44.89
CAND_0002607,Sai Malhotra,44.89
CAND_0033835,Sanjay Nair,44.89
CAND_0054717,Saanvi Saxena,44.89
CAND_0043479,Ayaan Joshi,44.89
CAND_0032844,Diya Tiwari,44.89
CAND_0019352,Karan Ghosh,44.89
CAND_0096515,Mira Iyer,44.89
CAND_0033432,Ishaan Kumar,44.89
CAND_0098758,Aadhya Gupta,44.89
CAND_0086677,Arjun Mittal,44.89
CAND_0077675,Ira Ghosh,44.89
CAND_0068282,Aditya Mishra,44.89
CAND_0001141,Sai Pillai,44.89
CAND_0086914,Tanya Bansal,44.89
CAND_0055051,Aadhya Shetty,44.89
CAND_0073650,Ela Subramanian,44.89
CAND_0041901,Pari Dutta,44.89
CAND_0082246,Meera Bose,44.89
CAND_0058340,Aryan Mishra,44.89
CAND_0022283,Arnav Rao,44.89
CAND_0026438,Vivaan Singh,44.89
CAND_0024144,Aarav Shetty,44.89
CAND_0067738,Divya Mishra,44.89
CAND_0062625,Sneha Iyer,44.89
CAND_0064087,Aryan Mishra,44.89
CAND_0027781,Aadhya Gupta,44.89
CAND_0032233,Jay Arora,44.89
CAND_0096250,Aditya Mehta,44.89
CAND_0047209,Anil Joshi,44.89
CAND_0067175,Dev Shah,44.89
CAND_0071361,Shaurya Chowdary,44.89
CAND_0045713,Dhruv Kumar,44.89
CAND_0022154,Yash Naidu,44.89
CAND_0096659,Saanvi Mehta,44.89
CAND_0017501,Aadhya Nair,44.89
CAND_0021542,Ishaan Mishra,44.89
CAND_0063994,Tanya Mishra,44.89
CAND_0040557,Anil Khanna,44.89
CAND_0028297,Naina Shetty,44.89
CAND_0004291,Zara Nair,44.89
CAND_0008167,Reyansh Sethi,44.89
CAND_0046902,Om Rao,44.89
CAND_0079851,Anika Shetty,44.89
CAND_0033005,Siya Mishra,44.89
CAND_0089448,Aanya Nair,44.89
CAND_0082565,Reyansh Vora,44.89
CAND_0024238,Ved Desai,44.89
CAND_0021153,Ritu Naidu,44.89
CAND_0082530,Aanya Pandey,44.89
CAND_0047337,Vikram Sen,44.89
CAND_0030761,Naina Sethi,44.89
CAND_0053368,Sneha Goyal,44.89
CAND_0032622,Priya Rao,44.89
CAND_0074570,Aisha Sharma,44.89
CAND_0081707,Riya Banerjee,44.89
CAND_0093840,Kiara Rao,44.89
CAND_0032614,Pooja Pillai,44.89
CAND_0016387,Vivaan Mishra,44.89
CAND_0040837,Om Arora,44.89
CAND_0094661,Advik Gupta,44.89
CAND_0051657,Ela Rao,44.89
CAND_0041973,Pooja Banerjee,44.89
CAND_0033997,Karan Singh,44.89
CAND_0031331,Sai Chowdary,44.89
CAND_0057942,Tanvi Shetty,44.89
CAND_0099778,Tanya Bose,44.89
CAND_0011750,Vihaan Mukherjee,44.88
CAND_0049149,Rajesh Malhotra,44.88
CAND_0089850,Aanya Bose,44.88
CAND_0045751,Riya Sharma,44.88
CAND_0099666,Anika Kumar,44.88
CAND_0036079,Aisha Ghosh,44.88
CAND_0055481,Krishna Goyal,44.88
CAND_0089574,Avni Rao,44.88
CAND_0084858,Aisha Ghosh,44.88
CAND_0042999,Riya Sharma,44.88
CAND_0049261,Nisha Arora,44.88
CAND_0031333,Ved Shah,44.88
CAND_0028826,Anil Chatterjee,44.88
CAND_0094574,Myra Iyengar,44.88
CAND_0038698,Ved Mittal,44.88
CAND_0021858,Advaith Vora,44.88
CAND_0047171,Riya Mukherjee,44.88
CAND_0055557,Ira Kapoor,44.88
CAND_0073324,Rohan Iyer,44.88
CAND_0089261,Pari Dalal,44.88
CAND_0005067,Kiara Reddy,44.88
CAND_0026779,Ira Mittal,44.88
CAND_0084555,Priya Dalal,44.88
CAND_0002386,Nikhil Patel,44.88
CAND_0023831,Aarohi Rao,44.88
CAND_0066168,Aarohi Malhotra,44.88
CAND_0016059,Sanjay Reddy,44.88
CAND_0060870,Manish Singh,44.88
CAND_0022294,Meera Agarwal,44.88
CAND_0063810,Vivaan Bhatia,44.88
CAND_0060262,Ayaan Verma,44.88
CAND_0034349,Dhruv Mishra,44.88
CAND_0062935,Vikram Bhatia,44.88
CAND_0066368,Aadhya Malhotra,44.88
CAND_0094092,Dhruv Mishra,44.88
CAND_0049173,Mira Banerjee,44.88
CAND_0004871,Rajesh Khanna,44.88
CAND_0016348,Ved Dutta,44.88
CAND_0014554,Amit Kumar,44.88
CAND_0000835,Aarav Saxena,44.88
CAND_0059983,Arjun Desai,44.88
CAND_0059958,Aadhya Bhatia,44.88
CAND_0029601,Aryan Mukherjee,44.88
CAND_0000270,Vikram Hegde,44.88
CAND_0073601,Mira Hegde,44.88
CAND_0015777,Om Singh,44.88
CAND_0075165,Sunil Singh,44.88
CAND_0064015,Aarav Krishnan,44.88
CAND_0046695,Shreya Saxena,44.88
CAND_0096419,Ritu Mishra,44.88
CAND_0086426,Kabir Menon,44.88
CAND_0039340,Aryan Mittal,44.88
CAND_0078585,Vikram Joshi,44.88
CAND_0083826,Ela Pandey,44.88
CAND_0067692,Saanvi Kapoor,44.88
CAND_0062567,Riya Agarwal,44.88
CAND_0051748,Pranav Naidu,44.88
CAND_0013498,Diya Bose,44.88
CAND_0023681,Diya Patel,44.88
CAND_0090244,Krishna Bansal,44.88
CAND_0082149,Krishna Subramanian,44.88
CAND_0069012,Pranav Rao,44.88
CAND_0051601,Kiara Vora,44.88
CAND_0036622,Siya Mittal,44.88
CAND_0096675,Ishaan Desai,44.88
CAND_0064932,Nisha Ghosh,44.88
CAND_0086919,Kavya Menon,44.88
CAND_0053286,Aanya Pillai,44.88
CAND_0064867,Nisha Dutta,44.88
CAND_0092124,Dev Joshi,44.88
CAND_0038224,Vivaan Tiwari,44.88
CAND_0066670,Aanya Menon,44.88
CAND_0014249,Karan Naidu,44.88
CAND_0012969,Rohan Sethi,44.88
CAND_0082681,Neha Bansal,44.88
CAND_0024413,Nikhil Bose,44.88
CAND_0019172,Sanjay Chatterjee,44.88
CAND_0099922,Kabir Sethi,44.88
CAND_0023609,Anjali Vora,44.88
CAND_0029283,Pari Pandey,44.88
CAND_0011039,Kabir Bansal,44.87
CAND_0069038,Krishna Kumar,44.87
CAND_0055189,Sai Shetty,44.87
CAND_0058721,Tanvi Saxena,44.87
CAND_0074300,Aryan Kapoor,44.87
CAND_0011251,Arnav Chowdary,44.87
CAND_0028031,Arnav Nair,44.87
CAND_0090065,Nikhil Joshi,44.87
CAND_0012596,Rajesh Mishra,44.87
CAND_0093395,Kabir Sethi,44.87
CAND_0050992,Meera Reddy,44.87
CAND_0023044,Aarav Sharma,44.87
CAND_0087970,Aarav Goyal,44.87
CAND_0066319,Aarav Singh,44.87
CAND_0005349,Anika Bhatia,44.87
CAND_0086279,Aditya Subramanian,44.87
CAND_0007679,Ira Menon,44.87
CAND_0074120,Avni Agarwal,44.87
CAND_0058229,Ritu Saxena,44.87
CAND_0094675,Saanvi Sharma,44.87
CAND_0034234,Mira Agarwal,44.87
CAND_0002981,Zara Malhotra,44.87
CAND_0023377,Rajesh Vora,44.87
CAND_0068171,Tanvi Sethi,44.87
CAND_0040018,Ayaan Sen,44.87
CAND_0043150,Sunil Singh,44.87
CAND_0013954,Mira Naidu,44.87
CAND_0059721,Om Nair,44.87
CAND_0077727,Manish Krishnan,44.87
CAND_0050588,Myra Nair,44.87
CAND_0011895,Ishaan Menon,44.87
CAND_0089114,Advik Reddy,44.87
CAND_0009549,Krishna Iyengar,44.87
CAND_0048461,Anjali Dalal,44.87
CAND_0005112,Rajesh Pandey,44.87
CAND_0014239,Dhruv Naidu,44.87
CAND_0089037,Jay Mishra,44.87
CAND_0037169,Myra Joshi,44.87
CAND_0092287,Neha Pillai,44.87
CAND_0089333,Aryan Patel,44.87
CAND_0014712,Ira Sen,44.87
CAND_0053557,Arnav Shetty,44.87
CAND_0042327,Vihaan Gupta,44.87
CAND_0067478,Anil Arora,44.87
CAND_0003003,Arjun Naidu,44.87
CAND_0046572,Neha Dalal,44.87
CAND_0098165,Advik Sen,44.87
CAND_0085391,Dhruv Singh,44.87
CAND_0014828,Avni Joshi,44.87
CAND_0029275,Avni Verma,44.87
CAND_0065219,Rajesh Kumar,44.87
CAND_0002561,Amit Tiwari,44.87
CAND_0037303,Atharv Naidu,44.87
CAND_0073337,Ayaan Rao,44.87
CAND_0081680,Om Kumar,44.87
CAND_0094721,Priya Hegde,44.87
CAND_0008459,Yash Vora,44.87
CAND_0036481,Ved Saxena,44.87
CAND_0045875,Reyansh Mishra,44.87
CAND_0086978,Sanjay Agarwal,44.87
CAND_0020440,Atharv Kapoor,44.87
CAND_0002303,Vihaan Menon,44.87
CAND_0004924,Dhruv Shah,44.87
CAND_0032591,Arjun Kapoor,44.87
CAND_0029955,Aarav Verma,44.87
CAND_0020368,Manish Bose,44.87
CAND_0051217,Vihaan Agarwal,44.87
CAND_0082351,Karan Sen,44.87
CAND_0056793,Advik Saxena,44.87
CAND_0030654,Manish Verma,44.87
CAND_0024518,Ved Hegde,44.87
CAND_0087419,Diya Dalal,44.87
CAND_0055331,Pooja Patel,44.86
CAND_0005505,Atharv Menon,44.86
CAND_0062608,Mira Trivedi,44.86
CAND_0026347,Arjun Arora,44.86
CAND_0012723,Advaith Mehta,44.86
CAND_0019350,Jay Tiwari,44.86
CAND_0099143,Siya Chatterjee,44.86
CAND_0003422,Suresh Bose,44.86
CAND_0010694,Jay Rao,44.86
CAND_0066265,Shreya Chowdary,44.86
CAND_0058802,Aryan Menon,44.86
CAND_0000847,Rahul Chatterjee,44.86
CAND_0050888,Ela Banerjee,44.86
CAND_0085826,Manish Subramanian,44.86
CAND_0054845,Vikram Sen,44.86
CAND_0014794,Yash Banerjee,44.86
CAND_0017481,Kavya Iyengar,44.86
CAND_0094678,Aditya Chowdary,44.86
CAND_0059820,Ayaan Gupta,44.86
CAND_0065563,Meera Mukherjee,44.86
CAND_0047931,Kavya Mukherjee,44.86
CAND_0029689,Aditya Bose,44.86
CAND_0098450,Anika Mehta,44.86
CAND_0052512,Aanya Khanna,44.86
CAND_0084675,Manish Joshi,44.86
CAND_0058089,Kavya Goyal,44.86
CAND_0053812,Atharv Vora,44.86
CAND_0071718,Vivaan Sharma,44.86
CAND_0024728,Sai Agarwal,44.86
CAND_0074528,Jay Sethi,44.86
CAND_0067806,Avni Verma,44.86
CAND_0030458,Pari Vora,44.86
CAND_0092990,Siya Verma,44.86
CAND_0008243,Aadhya Iyer,44.86
CAND_0027040,Yash Vora,44.86
CAND_0006312,Aanya Tiwari,44.86
CAND_0073579,Karan Iyer,44.86
CAND_0058920,Aadhya Shetty,44.86
CAND_0035866,Manish Shah,44.86
CAND_0055129,Sanjay Sharma,44.86
CAND_0010473,Suresh Patel,44.86
CAND_0029869,Advik Chowdary,44.86
CAND_0013184,Diya Trivedi,44.86
CAND_0025622,Deepak Mittal,44.86
CAND_0038227,Pooja Ghosh,44.86
CAND_0024626,Siya Menon,44.86
CAND_0014162,Dhruv Pandey,44.86
CAND_0018484,Manish Iyer,44.86
CAND_0018482,Vivaan Nair,44.86
CAND_0084349,Meera Chopra,44.86
CAND_0015070,Sunil Chatterjee,44.86
CAND_0095476,Neha Reddy,44.86
CAND_0050097,Dhruv Pillai,44.86
CAND_0021175,Siya Vora,44.86
CAND_0003947,Myra Mittal,44.86
CAND_0062307,Pooja Shetty,44.86
CAND_0018093,Ela Sethi,44.86
CAND_0070684,Meera Rao,44.86
CAND_0013420,Nikhil Mehta,44.86
CAND_0075321,Pari Trivedi,44.86
CAND_0044959,Zara Joshi,44.86
CAND_0073151,Krishna Mishra,44.86
CAND_0039159,Zara Desai,44.86
CAND_0015153,Sneha Mukherjee,44.86
CAND_0043757,Dhruv Banerjee,44.86
CAND_0061351,Ayaan Khanna,44.86
CAND_0029815,Nisha Nair,44.86
CAND_0056879,Reyansh Chowdary,44.86
CAND_0001539,Siya Ghosh,44.86
CAND_0001339,Reyansh Gupta,44.86
CAND_0029086,Naina Sethi,44.86
CAND_0035569,Deepak Patel,44.86
CAND_0047365,Neha Reddy,44.86
CAND_0014197,Meera Pillai,44.86
CAND_0097267,Krishna Iyengar,44.86
CAND_0097523,Sanjay Kumar,44.86
CAND_0019889,Krishna Sen,44.86
CAND_0097731,Siya Hegde,44.86
CAND_0089320,Rajesh Ghosh,44.86
CAND_0055365,Anjali Banerjee,44.86
CAND_0027198,Ayaan Dalal,44.86
CAND_0042598,Tanya Rao,44.86
CAND_0062074,Rahul Reddy,44.86
CAND_0092335,Rajesh Sethi,44.86
CAND_0017701,Arjun Tiwari,44.86
CAND_0087417,Divya Chatterjee,44.85
CAND_0088454,Aisha Tiwari,44.85
CAND_0046929,Advaith Kumar,44.85
CAND_0081216,Suresh Goyal,44.85
CAND_0031811,Ananya Patel,44.85
CAND_0050939,Ela Malhotra,44.85
CAND_0009604,Kabir Krishnan,44.85
CAND_0005036,Advaith Iyer,44.85
CAND_0061124,Rohan Naidu,44.85
CAND_0060513,Advik Dalal,44.85
CAND_0049991,Divya Iyengar,44.85
CAND_0047155,Aryan Pillai,44.85
CAND_0032095,Siya Bhatia,44.85
CAND_0097446,Ananya Bansal,44.85
CAND_0094476,Aryan Nair,44.85
CAND_0054677,Om Shetty,44.85
CAND_0006327,Nisha Kapoor,44.85
CAND_0000625,Rajesh Pandey,44.85
CAND_0062879,Tanya Goyal,44.85
CAND_0051996,Ananya Iyengar,44.85
CAND_0027755,Myra Mukherjee,44.85
CAND_0037337,Saanvi Verma,44.85
CAND_0004906,Kavya Reddy,44.85
CAND_0032875,Dhruv Bhatia,44.85
CAND_0092490,Myra Mittal,44.85
CAND_0038173,Aditya Hegde,44.85
CAND_0077172,Advik Shah,44.85
CAND_0016615,Sunil Vora,44.85
CAND_0092047,Tanya Hegde,44.85
CAND_0096969,Dev Dalal,44.85
CAND_0036564,Suresh Ghosh,44.85
CAND_0012007,Ira Krishnan,44.85
CAND_0043963,Tanya Gupta,44.85
CAND_0017794,Rohan Goyal,44.85
CAND_0003339,Mira Mukherjee,44.85
CAND_0058520,Dev Trivedi,44.85
CAND_0081675,Avni Sen,44.85
CAND_0041223,Aditya Dalal,44.85
CAND_0047901,Vihaan Shetty,44.85
CAND_0086031,Avni Mittal,44.85
CAND_0067531,Aarav Chatterjee,44.85
CAND_0087080,Pari Mehta,44.85
CAND_0070347,Ritu Menon,44.85
CAND_0015377,Shreya Ghosh,44.85
CAND_0093324,Ira Rao,44.85
CAND_0006632,Arjun Shah,44.85
CAND_0049079,Ananya Singh,44.85
CAND_0065495,Manish Pandey,44.85
CAND_0073389,Anjali Joshi,44.85
CAND_0094970,Sunil Kapoor,44.85
CAND_0049299,Sai Bhatia,44.85
CAND_0054897,Mira Vora,44.85
CAND_0050444,Arjun Kapoor,44.85
CAND_0037177,Ela Chatterjee,44.85
CAND_0020200,Ayaan Dutta,44.85
CAND_0012176,Pari Subramanian,44.85
CAND_0010511,Neha Mukherjee,44.85
CAND_0000690,Om Bose,44.85
CAND_0055157,Divya Dutta,44.85
CAND_0025021,Kavya Goyal,44.85
CAND_0058627,Pranav Shah,44.85
CAND_0041588,Divya Shetty,44.85
CAND_0093607,Avni Mukherjee,44.85
CAND_0023162,Aarav Chatterjee,44.85
CAND_0019784,Anil Tiwari,44.85
CAND_0099614,Ananya Dalal,44.85
CAND_0087092,Pranav Gupta,44.85
CAND_0053233,Suresh Malhotra,44.85
CAND_0072801,Ishaan Tiwari,44.85
CAND_0045071,Manish Desai,44.85
CAND_0044645,Suresh Sethi,44.85
CAND_0075204,Naina Hegde,44.85
CAND_0070902,Sneha Agarwal,44.84
CAND_0099890,Tanya Sen,44.84
CAND_0055476,Suresh Ghosh,44.84
CAND_0079824,Vihaan Hegde,44.84
CAND_0076862,Anika Trivedi,44.84
CAND_0011117,Divya Chatterjee,44.84
CAND_0071153,Zara Kapoor,44.84
CAND_0099889,Tanvi Mukherjee,44.84
CAND_0041086,Advaith Singh,44.84
CAND_0094499,Zara Kapoor,44.84
CAND_0049291,Arjun Bansal,44.84
CAND_0096383,Avni Kapoor,44.84
CAND_0038694,Ritu Chatterjee,44.84
CAND_0034397,Aanya Bhatia,44.84
CAND_0019657,Rajesh Bansal,44.84
CAND_0041167,Dhruv Menon,44.84
CAND_0070677,Deepak Reddy,44.84
CAND_0061302,Sunil Reddy,44.84
CAND_0000961,Rohan Tiwari,44.84
CAND_0079541,Aisha Nair,44.84
CAND_0058512,Myra Agarwal,44.84
CAND_0015870,Ela Singh,44.84
CAND_0098703,Rajesh Vora,44.84
CAND_0070854,Aarav Shetty,44.84
CAND_0071812,Aarohi Pillai,44.84
CAND_0089742,Tanya Krishnan,44.84
CAND_0054046,Pranav Mehta,44.84
CAND_0085764,Sunil Hegde,44.84
CAND_0091594,Saanvi Mehta,44.84
CAND_0072392,Riya Dutta,44.84
CAND_0079622,Arnav Saxena,44.84
CAND_0098616,Siya Khanna,44.84
CAND_0020714,Ela Chopra,44.84
CAND_0003047,Rohan Mittal,44.84
CAND_0041770,Pari Trivedi,44.84
CAND_0054120,Arnav Sharma,44.84
CAND_0087019,Krishna Goyal,44.84
CAND_0005976,Zara Trivedi,44.84
CAND_0078929,Zara Menon,44.84
CAND_0068778,Yash Khanna,44.84
CAND_0076710,Diya Sethi,44.84
CAND_0032830,Advaith Desai,44.84
CAND_0092558,Priya Gupta,44.84
CAND_0008825,Shreya Pillai,44.84
CAND_0079856,Pari Goyal,44.84
CAND_0010670,Aarav Hegde,44.84
CAND_0013935,Ritu Saxena,44.84
CAND_0081882,Saanvi Verma,44.84
CAND_0023605,Deepak Trivedi,44.84
CAND_0080974,Neha Mehta,44.84
CAND_0037394,Rahul Mittal,44.84
CAND_0025592,Sanjay Shah,44.84
CAND_0073509,Kiara Shah,44.84
CAND_0057876,Kavya Pillai,44.84
CAND_0035518,Jay Krishnan,44.84
CAND_0044956,Meera Pandey,44.84
CAND_0027785,Rohan Kapoor,44.84
CAND_0025326,Shaurya Chowdary,44.84
CAND_0011213,Jay Bose,44.84
CAND_0010843,Siya Chowdary,44.84
CAND_0040491,Pranav Desai,44.84
CAND_0008646,Saanvi Desai,44.84
CAND_0084571,Vivaan Mukherjee,44.84
CAND_0053214,Ela Desai,44.84
CAND_0014582,Divya Kumar,44.84
CAND_0020418,Aryan Joshi,44.84
CAND_0092585,Sunil Ghosh,44.84
CAND_0092620,Siya Shah,44.84
CAND_0021630,Krishna Kapoor,44.84
CAND_0009852,Ayaan Malhotra,44.84
CAND_0093717,Avni Goyal,44.84
CAND_0000421,Anika Nair,44.84
CAND_0071253,Shaurya Naidu,44.84
CAND_0029941,Aisha Tiwari,44.84
CAND_0067904,Ishaan Dalal,44.83
CAND_0029522,Tanya Reddy,44.83
CAND_0050207,Myra Saxena,44.83
CAND_0066113,Meera Mishra,44.83
CAND_0021218,Ved Khanna,44.83
CAND_0090717,Ayaan Krishnan,44.83
CAND_0048627,Ananya Saxena,44.83
CAND_0051279,Arjun Mittal,44.83
CAND_0075805,Myra Singh,44.83
CAND_0079261,Divya Rao,44.83
CAND_0008610,Meera Menon,44.83
CAND_0031719,Nikhil Subramanian,44.83
CAND_0088871,Arnav Tiwari,44.83
